6.90 -1.750 -2.50 0.1040 0.0578 0.0148 0.4846 0.0042 0.0513
6.90 -1.725 -2.50 0.1040 0.0578 0.0148 0.4846 0.0045 0.0513
6.90 -1.700 -2.50 0.1040 0.0578 0.0148 0.4846 0.0048 0.0513
6.90 -1.675 -2.50 0.1040 0.0578 0.0148 0.4845 0.0050 0.0513
6.90 -1.650 -2.50 0.1040 0.0578 0.0148 0.4845 0.0053 0.0513
6.90 -1.625 -2.50 0.1040 0.0578 0.0148 0.4845 0.0056 0.0513
6.90 -1.600 -2.50 0.1040 0.0578 0.0148 0.4845 0.0060 0.0513
6.90 -1.575 -2.50 0.1040 0.0578 0.0148 0.4845 0.0063 0.0513
6.90 -1.550 -2.50 0.1040 0.0577 0.0148 0.4844 0.0067 0.0513
6.90 -1.525 -2.50 0.1040 0.0577 0.0148 0.4844 0.0070 0.0513
6.90 -1.500 -2.50 0.1040 0.0577 0.0148 0.4844 0.0074 0.0513
6.92 -1.750 -2.50 0.1094 0.0554 0.0156 0.5094 0.0044 0.0540
6.92 -1.700 -2.50 0.1094 0.0554 0.0156 0.5093 0.0051 0.0540
6.92 -1.650 -2.50 0.1094 0.0554 0.0156 0.5093 0.0058 0.0540
6.92 -1.600 -2.50 0.1093 0.0553 0.0155 0.5092 0.0064 0.0540
6.92 -1.550 -2.50 0.1093 0.0553 0.0155 0.5092 0.0071 0.0540
6.92 -1.500 -2.50 0.1093 0.0553 0.0155 0.5091 0.0078 0.0540
6.94 -1.750 -2.50 0.1147 0.0530 0.0163 0.5342 0.0046 0.0566
6.94 -1.725 -2.50 0.1150 0.0539 0.0163 0.5352 0.0049 0.0568
6.94 -1.700 -2.50 0.1153 0.0549 0.0163 0.5362 0.0053 0.0570
6.94 -1.675 -2.50 0.1155 0.0558 0.0164 0.5373 0.0056 0.0571
6.94 -1.650 -2.50 0.1158 0.0568 0.0164 0.5383 0.0060 0.0573
6.94 -1.625 -2.50 0.1161 0.0577 0.0164 0.5393 0.0063 0.0575
6.94 -1.600 -2.50 0.1158 0.0567 0.0164 0.5382 0.0067 0.0573
6.94 -1.575 -2.50 0.1155 0.0558 0.0164 0.5371 0.0071 0.0572
6.94 -1.550 -2.50 0.1153 0.0548 0.0163 0.5361 0.0074 0.0570
6.94 -1.525 -2.50 0.1150 0.0539 0.0163 0.5350 0.0078 0.0569
6.94 -1.500 -2.50 0.1147 0.0529 0.0163 0.5339 0.0082 0.0567
6.96 -1.750 -2.50 0.1201 0.0505 0.0171 0.5589 0.0049 0.0593
6.96 -1.700 -2.50 0.1201 0.0505 0.0171 0.5588 0.0056 0.0593
6.96 -1.650 -2.50 0.1201 0.0505 0.0171 0.5588 0.0064 0.0593
6.96 -1.600 -2.50 0.1200 0.0505 0.0170 0.5587 0.0071 0.0594
6.96 -1.550 -2.50 0.1200 0.0505 0.0170 0.5587 0.0079 0.0594
6.96 -1.500 -2.50 0.1200 0.0505 0.0170 0.5586 0.0086 0.0594
6.98 -1.750 -2.50 0.1254 0.0481 0.0178 0.5837 0.0051 0.0619
6.98 -1.725 -2.50 0.1259 0.0500 0.0178 0.5858 0.0055 0.0623
6.98 -1.700 -2.50 0.1265 0.0519 0.0179 0.5879 0.0058 0.0626
6.98 -1.675 -2.50 0.1270 0.0537 0.0179 0.5899 0.0062 0.0630
6.98 -1.650 -2.50 0.1276 0.0556 0.0180 0.5920 0.0065 0.0633
6.98 -1.625 -2.50 0.1281 0.0575 0.0180 0.5941 0.0069 0.0637
6.98 -1.600 -2.50 0.1276 0.0556 0.0180 0.5920 0.0073 0.0634
6.98 -1.575 -2.50 0.1270 0.0537 0.0179 0.5898 0.0077 0.0631
6.98 -1.550 -2.50 0.1265 0.0519 0.0179 0.5877 0.0082 0.0627
6.98 -1.525 -2.50 0.1259 0.0500 0.0178 0.5855 0.0086 0.0624
6.98 -1.500 -2.50 0.1254 0.0481 0.0178 0.5834 0.0090 0.0621
7.00 -1.750 -2.50 0.1308 0.0457 0.0186 0.6085 0.0053 0.0646
7.00 -1.735 -2.50 0.1308 0.0457 0.0185 0.6076 0.0055 0.0647
7.00 -1.720 -2.50 0.1308 0.0456 0.0184 0.6066 0.0057 0.0648
7.00 -1.705 -2.50 0.1308 0.0456 0.0184 0.6057 0.0059 0.0650
7.00 -1.690 -2.50 0.1308 0.0455 0.0183 0.6047 0.0061 0.0651
7.00 -1.675 -2.50 0.1308 0.0455 0.0182 0.6038 0.0063 0.0652
7.00 -1.640 -2.50 0.1308 0.0455 0.0183 0.6047 0.0069 0.0651
7.00 -1.605 -2.50 0.1308 0.0456 0.0183 0.6055 0.0075 0.0650
7.00 -1.570 -2.50 0.1307 0.0456 0.0184 0.6064 0.0082 0.0650
7.00 -1.535 -2.50 0.1307 0.0457 0.0184 0.6072 0.0088 0.0649
7.00 -1.500 -2.50 0.1307 0.0457 0.0185 0.6081 0.0094 0.0648
7.02 -1.750 -2.50 0.1375 0.0480 0.0194 0.6385 0.0056 0.0681
7.02 -1.725 -2.50 0.1380 0.0499 0.0194 0.6406 0.0060 0.0684
7.02 -1.700 -2.50 0.1386 0.0518 0.0195 0.6427 0.0064 0.0688
7.02 -1.675 -2.50 0.1391 0.0536 0.0195 0.6447 0.0068 0.0691
7.02 -1.650 -2.50 0.1397 0.0555 0.0196 0.6468 0.0072 0.0695
7.02 -1.625 -2.50 0.1402 0.0574 0.0196 0.6489 0.0076 0.0698
7.02 -1.600 -2.50 0.1396 0.0555 0.0196 0.6468 0.0081 0.0695
7.02 -1.575 -2.50 0.1391 0.0536 0.0195 0.6446 0.0085 0.0692
7.02 -1.550 -2.50 0.1385 0.0518 0.0195 0.6425 0.0090 0.0689
7.02 -1.525 -2.50 0.1380 0.0499 0.0194 0.6403 0.0094 0.0686
7.02 -1.500 -2.50 0.1374 0.0480 0.0194 0.6382 0.0099 0.0683
7.04 -1.750 -2.50 0.1442 0.0503 0.0203 0.6685 0.0058 0.0716
7.04 -1.700 -2.50 0.1442 0.0503 0.0203 0.6685 0.0067 0.0716
7.04 -1.650 -2.50 0.1442 0.0503 0.0203 0.6684 0.0076 0.0717
7.04 -1.600 -2.50 0.1441 0.0503 0.0202 0.6684 0.0086 0.0717
7.04 -1.550 -2.50 0.1441 0.0503 0.0202 0.6683 0.0095 0.0718
7.04 -1.500 -2.50 0.1441 0.0503 0.0202 0.6683 0.0104 0.0718
7.06 -1.750 -2.50 0.1509 0.0525 0.0211 0.6985 0.0061 0.0752
7.06 -1.725 -2.50 0.1512 0.0534 0.0211 0.6995 0.0065 0.0754
7.06 -1.700 -2.50 0.1514 0.0544 0.0211 0.7006 0.0069 0.0755
7.06 -1.675 -2.50 0.1517 0.0553 0.0212 0.7016 0.0074 0.0757
7.06 -1.650 -2.50 0.1519 0.0563 0.0212 0.7027 0.0078 0.0758
7.06 -1.625 -2.50 0.1522 0.0572 0.0212 0.7037 0.0082 0.0760
7.06 -1.600 -2.50 0.1519 0.0563 0.0212 0.7026 0.0087 0.0758
7.06 -1.575 -2.50 0.1517 0.0553 0.0212 0.7015 0.0092 0.0757
7.06 -1.550 -2.50 0.1514 0.0544 0.0211 0.7005 0.0098 0.0755
7.06 -1.525 -2.50 0.1512 0.0534 0.0211 0.6994 0.0103 0.0754
7.06 -1.500 -2.50 0.1509 0.0525 0.0211 0.6983 0.0108 0.0752
7.08 -1.750 -2.50 0.1576 0.0548 0.0220 0.7285 0.0063 0.0787
7.08 -1.700 -2.50 0.1576 0.0548 0.0220 0.7285 0.0073 0.0787
7.08 -1.650 -2.50 0.1576 0.0548 0.0220 0.7285 0.0083 0.0787
7.08 -1.600 -2.50 0.1576 0.0548 0.0219 0.7284 0.0093 0.0787
7.08 -1.550 -2.50 0.1576 0.0548 0.0219 0.7284 0.0103 0.0787
7.08 -1.500 -2.50 0.1576 0.0548 0.0219 0.7284 0.0113 0.0787
7.10 -1.750 -2.50 0.1643 0.0571 0.0228 0.7585 0.0066 0.0822
7.10 -1.725 -2.50 0.1643 0.0571 0.0228 0.7585 0.0071 0.0822
7.10 -1.700 -2.50 0.1643 0.0571 0.0228 0.7585 0.0075 0.0822
7.10 -1.675 -2.50 0.1643 0.0571 0.0228 0.7585 0.0080 0.0822
7.10 -1.650 -2.50 0.1643 0.0571 0.0228 0.7585 0.0084 0.0822
7.10 -1.625 -2.50 0.1643 0.0571 0.0228 0.7585 0.0089 0.0822
7.10 -1.600 -2.50 0.1643 0.0571 0.0228 0.7585 0.0095 0.0822
7.10 -1.575 -2.50 0.1643 0.0571 0.0228 0.7585 0.0101 0.0822
7.10 -1.550 -2.50 0.1643 0.0571 0.0228 0.7585 0.0106 0.0822
7.10 -1.525 -2.50 0.1643 0.0571 0.0228 0.7585 0.0112 0.0822
7.10 -1.500 -2.50 0.1643 0.0571 0.0228 0.7585 0.0118 0.0822
7.12 -1.750 -2.50 0.1727 0.0600 0.0240 0.7978 0.0069 0.0865
7.12 -1.725 -2.50 0.1727 0.0600 0.0240 0.7978 0.0074 0.0866
7.12 -1.700 -2.50 0.1727 0.0600 0.0240 0.7977 0.0079 0.0866
7.12 -1.675 -2.50 0.1727 0.0600 0.0240 0.7977 0.0083 0.0867
7.12 -1.650 -2.50 0.1727 0.0600 0.0240 0.7976 0.0088 0.0867
7.12 -1.625 -2.50 0.1727 0.0600 0.0240 0.7976 0.0093 0.0868
7.12 -1.600 -2.50 0.1727 0.0600 0.0240 0.7976 0.0099 0.0867
7.12 -1.575 -2.50 0.1727 0.0600 0.0240 0.7976 0.0105 0.0867
7.12 -1.550 -2.50 0.1727 0.0600 0.0240 0.7976 0.0112 0.0866
7.12 -1.525 -2.50 0.1727 0.0600 0.0240 0.7976 0.0118 0.0866
7.12 -1.500 -2.50 0.1727 0.0600 0.0240 0.7976 0.0124 0.0865
7.14 -1.750 -2.50 0.1811 0.0630 0.0252 0.8371 0.0073 0.0907
7.14 -1.725 -2.50 0.1811 0.0630 0.0252 0.8370 0.0078 0.0908
7.14 -1.700 -2.50 0.1811 0.0630 0.0252 0.8369 0.0083 0.0909
7.14 -1.675 -2.50 0.1811 0.0630 0.0252 0.8369 0.0088 0.0911
7.14 -1.650 -2.50 0.1811 0.0630 0.0252 0.8368 0.0093 0.0912
7.14 -1.625 -2.50 0.1811 0.0630 0.0252 0.8367 0.0098 0.0913
7.14 -1.600 -2.50 0.1811 0.0630 0.0252 0.8367 0.0104 0.0912
7.14 -1.575 -2.50 0.1811 0.0630 0.0252 0.8367 0.0111 0.0911
7.14 -1.550 -2.50 0.1811 0.0629 0.0252 0.8368 0.0117 0.0910
7.14 -1.525 -2.50 0.1811 0.0629 0.0252 0.8368 0.0124 0.0909
7.14 -1.500 -2.50 0.1811 0.0629 0.0252 0.8368 0.0130 0.0908
7.16 -1.750 -2.50 0.1896 0.0659 0.0263 0.8765 0.0076 0.0950
7.16 -1.725 -2.50 0.1896 0.0659 0.0263 0.8764 0.0081 0.0952
7.16 -1.700 -2.50 0.1896 0.0659 0.0263 0.8762 0.0086 0.0954
7.16 -1.675 -2.50 0.1895 0.0659 0.0263 0.8761 0.0092 0.0955
7.16 -1.650 -2.50 0.1895 0.0659 0.0263 0.8759 0.0097 0.0957
7.16 -1.625 -2.50 0.1895 0.0659 0.0263 0.8758 0.0102 0.0959
7.16 -1.600 -2.50 0.1895 0.0659 0.0263 0.8758 0.0109 0.0958
7.16 -1.575 -2.50 0.1895 0.0659 0.0263 0.8758 0.0116 0.0956
7.16 -1.550 -2.50 0.1896 0.0659 0.0263 0.8759 0.0122 0.0955
7.16 -1.525 -2.50 0.1896 0.0659 0.0263 0.8759 0.0129 0.0953
7.16 -1.500 -2.50 0.1896 0.0659 0.0263 0.8759 0.0136 0.0952
7.18 -1.750 -2.50 0.1980 0.0689 0.0275 0.9158 0.0080 0.0992
7.18 -1.725 -2.50 0.1980 0.0689 0.0275 0.9156 0.0085 0.0994
7.18 -1.700 -2.50 0.1980 0.0689 0.0275 0.9154 0.0091 0.0997
7.18 -1.675 -2.50 0.1979 0.0689 0.0275 0.9153 0.0096 0.0999
7.18 -1.650 -2.50 0.1979 0.0689 0.0275 0.9151 0.0102 0.1002
7.18 -1.625 -2.50 0.1979 0.0689 0.0275 0.9149 0.0107 0.1004
7.18 -1.600 -2.50 0.1979 0.0689 0.0275 0.9149 0.0114 0.1002
7.18 -1.575 -2.50 0.1979 0.0689 0.0275 0.9150 0.0121 0.1000
7.18 -1.550 -2.50 0.1980 0.0688 0.0275 0.9150 0.0128 0.0999
7.18 -1.525 -2.50 0.1980 0.0688 0.0275 0.9151 0.0135 0.0997
7.18 -1.500 -2.50 0.1980 0.0688 0.0275 0.9151 0.0142 0.0995
7.20 -1.750 -2.50 0.2064 0.0718 0.0287 0.9551 0.0083 0.1035
7.20 -1.725 -2.50 0.2064 0.0718 0.0287 0.9549 0.0089 0.1038
7.20 -1.700 -2.50 0.2064 0.0718 0.0287 0.9547 0.0094 0.1041
7.20 -1.675 -2.50 0.2063 0.0718 0.0287 0.9544 0.0100 0.1044
7.20 -1.650 -2.50 0.2063 0.0718 0.0287 0.9542 0.0105 0.1047
7.20 -1.625 -2.50 0.2063 0.0718 0.0287 0.9540 0.0111 0.1050
7.20 -1.600 -2.50 0.2063 0.0718 0.0287 0.9540 0.0118 0.1048
7.20 -1.575 -2.50 0.2063 0.0718 0.0287 0.9541 0.0126 0.1045
7.20 -1.550 -2.50 0.2064 0.0717 0.0287 0.9541 0.0133 0.1043
7.20 -1.525 -2.50 0.2064 0.0717 0.0287 0.9542 0.0141 0.1040
7.20 -1.500 -2.50 0.2064 0.0717 0.0287 0.9542 0.0148 0.1038
7.22 -1.750 -2.50 0.2169 0.0754 0.0301 1.0027 0.0087 0.1094
7.22 -1.725 -2.50 0.2169 0.0754 0.0301 1.0025 0.0093 0.1096
7.22 -1.700 -2.50 0.2169 0.0754 0.0301 1.0023 0.0099 0.1099
7.22 -1.675 -2.50 0.2168 0.0754 0.0301 1.0021 0.0105 0.1101
7.22 -1.650 -2.50 0.2168 0.0754 0.0301 1.0019 0.0111 0.1104
7.22 -1.625 -2.50 0.2168 0.0754 0.0301 1.0017 0.0117 0.1106
7.22 -1.600 -2.50 0.2168 0.0754 0.0301 1.0017 0.0125 0.1104
7.22 -1.575 -2.50 0.2168 0.0754 0.0301 1.0017 0.0133 0.1102
7.22 -1.550 -2.50 0.2169 0.0753 0.0301 1.0018 0.0140 0.1099
7.22 -1.525 -2.50 0.2169 0.0753 0.0301 1.0018 0.0148 0.1097
7.22 -1.500 -2.50 0.2169 0.0753 0.0301 1.0018 0.0156 0.1095
7.24 -1.750 -2.50 0.2274 0.0790 0.0314 1.0502 0.0092 0.1153
7.24 -1.725 -2.50 0.2274 0.0790 0.0314 1.0500 0.0098 0.1155
7.24 -1.700 -2.50 0.2274 0.0790 0.0314 1.0499 0.0104 0.1157
7.24 -1.675 -2.50 0.2273 0.0790 0.0314 1.0497 0.0111 0.1158
7.24 -1.650 -2.50 0.2273 0.0790 0.0314 1.0496 0.0117 0.1160
7.24 -1.625 -2.50 0.2273 0.0790 0.0314 1.0494 0.0123 0.1162
7.24 -1.600 -2.50 0.2273 0.0790 0.0314 1.0494 0.0131 0.1160
7.24 -1.575 -2.50 0.2273 0.0790 0.0314 1.0494 0.0139 0.1158
7.24 -1.550 -2.50 0.2274 0.0789 0.0314 1.0494 0.0148 0.1157
7.24 -1.525 -2.50 0.2274 0.0789 0.0314 1.0494 0.0156 0.1155
7.24 -1.500 -2.50 0.2274 0.0789 0.0314 1.0494 0.0164 0.1153
7.26 -1.750 -2.50 0.2379 0.0825 0.0328 1.0978 0.0096 0.1213
7.26 -1.725 -2.50 0.2379 0.0825 0.0328 1.0976 0.0102 0.1214
7.26 -1.700 -2.50 0.2379 0.0825 0.0328 1.0975 0.0109 0.1215
7.26 -1.675 -2.50 0.2379 0.0825 0.0328 1.0973 0.0115 0.1217
7.26 -1.650 -2.50 0.2379 0.0825 0.0328 1.0972 0.0122 0.1218
7.26 -1.625 -2.50 0.2379 0.0825 0.0328 1.0970 0.0128 0.1219
7.26 -1.600 -2.50 0.2379 0.0825 0.0328 1.0970 0.0137 0.1217
7.26 -1.575 -2.50 0.2379 0.0825 0.0328 1.0970 0.0145 0.1215
7.26 -1.550 -2.50 0.2380 0.0824 0.0328 1.0969 0.0154 0.1214
7.26 -1.525 -2.50 0.2380 0.0824 0.0328 1.0969 0.0162 0.1212
7.26 -1.500 -2.50 0.2380 0.0824 0.0328 1.0969 0.0171 0.1210
7.28 -1.750 -2.50 0.2484 0.0861 0.0341 1.1453 0.0101 0.1272
7.28 -1.725 -2.50 0.2484 0.0861 0.0341 1.1452 0.0108 0.1273
7.28 -1.700 -2.50 0.2484 0.0861 0.0341 1.1451 0.0114 0.1273
7.28 -1.675 -2.50 0.2484 0.0861 0.0341 1.1449 0.0121 0.1274
7.28 -1.650 -2.50 0.2484 0.0861 0.0341 1.1448 0.0127 0.1274
7.28 -1.625 -2.50 0.2484 0.0861 0.0341 1.1447 0.0134 0.1275
7.28 -1.600 -2.50 0.2484 0.0861 0.0341 1.1447 0.0143 0.1274
7.28 -1.575 -2.50 0.2484 0.0861 0.0341 1.1446 0.0152 0.1272
7.28 -1.550 -2.50 0.2485 0.0860 0.0341 1.1446 0.0161 0.1271
7.28 -1.525 -2.50 0.2485 0.0860 0.0341 1.1445 0.0170 0.1269
7.28 -1.500 -2.50 0.2485 0.0860 0.0341 1.1445 0.0179 0.1268
7.30 -1.750 -2.50 0.2589 0.0897 0.0355 1.1929 0.0105 0.1331
7.30 -1.725 -2.50 0.2589 0.0897 0.0355 1.1928 0.0112 0.1331
7.30 -1.700 -2.50 0.2589 0.0897 0.0355 1.1927 0.0119 0.1331
7.30 -1.675 -2.50 0.2589 0.0897 0.0355 1.1926 0.0126 0.1331
7.30 -1.650 -2.50 0.2589 0.0897 0.0355 1.1925 0.0133 0.1331
7.30 -1.625 -2.50 0.2589 0.0897 0.0355 1.1924 0.0140 0.1331
7.30 -1.600 -2.50 0.2589 0.0897 0.0355 1.1923 0.0149 0.1330
7.30 -1.575 -2.50 0.2589 0.0897 0.0355 1.1923 0.0159 0.1329
7.30 -1.550 -2.50 0.2590 0.0896 0.0355 1.1922 0.0168 0.1327
7.30 -1.525 -2.50 0.2590 0.0896 0.0355 1.1922 0.0178 0.1326
7.30 -1.500 -2.50 0.2590 0.0896 0.0355 1.1921 0.0187 0.1325
7.32 -1.750 -2.50 0.2720 0.0939 0.0369 1.2486 0.0110 0.1405
