 6.9 -1.750 -2.50  0.1455000000  0.0172000000  0.6987000000  0.0027000000  0.0187000000
 6.9 -1.625 -2.50  0.1455000000  0.0172000000  0.6987000000  0.0036000000  0.0187000000
 6.9 -1.500 -2.50  0.1455000000  0.0172000000  0.6986000000  0.0048000000  0.0187000000
 6.9 -1.750 -2.25  0.1007000000  0.0237000000  0.8543000000  0.0019000000  0.0135000000
 6.9 -1.625 -2.25  0.1007000000  0.0237000000  0.8543000000  0.0025000000  0.0135000000
 6.9 -1.500 -2.25  0.1007000000  0.0237000000  0.8543000000  0.0033000000  0.0135000000
 6.9 -1.750 -2.00  0.0721000000  0.0312000000  1.0035000000  0.0013000000  0.0100000000
 6.9 -1.625 -2.00  0.0721000000  0.0312000000  1.0034000000  0.0018000000  0.0100000000
 6.9 -1.500 -2.00  0.0721000000  0.0312000000  1.0034000000  0.0024000000  0.0100000000
 7.0 -1.750 -2.50  0.1824000000  0.0211000000  0.8688000000  0.0034000000  0.0234000000
 7.0 -1.675 -2.50  0.1824000000  0.0211000000  0.8688000000  0.0041000000  0.0234000000
 7.0 -1.500 -2.50  0.1824000000  0.0211000000  0.8687000000  0.0061000000  0.0234000000
 7.0 -1.750 -2.25  0.1263000000  0.0290000000  1.0606000000  0.0023000000  0.0169000000
 7.0 -1.675 -2.25  0.1263000000  0.0290000000  1.0606000000  0.0028000000  0.0169000000
 7.0 -1.500 -2.25  0.1263000000  0.0290000000  1.0605000000  0.0042000000  0.0169000000
 7.0 -1.750 -2.00  0.0903000000  0.0379000000  1.2429000000  0.0017000000  0.0125000000
 7.0 -1.675 -2.00  0.0903000000  0.0379000000  1.2429000000  0.0020000000  0.0125000000
 7.0 -1.500 -2.00  0.0903000000  0.0379000000  1.2428000000  0.0030000000  0.0125000000
 7.1 -1.750 -2.50  0.2356195453  0.0257569223  1.0707960031  0.0044990125  0.0311013355
 7.1 -1.620 -2.50  0.2356131229  0.0257600125  1.0708513173  0.0059993077  0.0310997951
 7.1 -1.500 -2.50  0.2355975569  0.0257566393  1.0707518272  0.0080000105  0.0310987624
 7.1 -1.750 -2.20  0.1638212549  0.0353501360  1.3098901871  0.0031102863  0.0227577040
 7.1 -1.620 -2.20  0.1638168187  0.0353468861  1.3098380191  0.0041475798  0.0227577025
 7.1 -1.500 -2.20  0.1638032591  0.0353406871  1.3097844426  0.0055306442  0.0227563978
 7.1 -1.750 -2.00  0.1177679236  0.0462102607  1.5374217134  0.0022432048  0.0171558414
 7.1 -1.620 -2.00  0.1177571397  0.0461875799  1.5370646288  0.0029912146  0.0171557496
 7.1 -1.500 -2.00  0.1177502475  0.0461786806  1.5369340431  0.0039887301  0.0171553548
 7.2 -1.750 -2.50  0.2945937805  0.0312671422  1.3250958582  0.0056611619  0.0389884203
 7.2 -1.620 -2.50  0.2946174126  0.0312496186  1.3247258076  0.0075502193  0.0389915329
 7.2 -1.500 -2.50  0.2945921597  0.0312436686  1.3246262719  0.0100681324  0.0389890573
 7.2 -1.750 -2.20  0.2047800943  0.0426951638  1.6176926372  0.0039110815  0.0285252785
 7.2 -1.620 -2.20  0.2047794935  0.0427071724  1.6179261304  0.0052154409  0.0285259090
 7.2 -1.500 -2.20  0.2047555790  0.0426805242  1.6175044870  0.0069546408  0.0285243630
 7.2 -1.750 -2.00  0.1470828748  0.0554716912  1.8936408028  0.0028171703  0.0214925738
 7.2 -1.620 -2.00  0.1470774503  0.0554632130  1.8935568650  0.0037566995  0.0214923126
 7.2 -1.500 -2.00  0.1470625499  0.0554501661  1.8932968643  0.0050093051  0.0214909188
 7.3 -1.750 -2.50  0.3677694425  0.0374483718  1.6291479571  0.0071399850  0.0487051147
 7.3 -1.620 -2.50  0.3677582116  0.0374545268  1.6292526876  0.0095209423  0.0487042521
 7.3 -1.500 -2.50  0.3676949940  0.0374302800  1.6287548144  0.0126954634  0.0487003486
 7.3 -1.750 -2.20  0.2555405253  0.0508520981  1.9845560416  0.0049266961  0.0356215301
 7.3 -1.620 -2.20  0.2555158924  0.0508417864  1.9842846054  0.0065694170  0.0356218270
 7.3 -1.500 -2.20  0.2554947583  0.0508300773  1.9841550760  0.0087602312  0.0356188934
 7.3 -1.750 -2.00  0.1833861446  0.0656138040  2.3159359700  0.0035428576  0.0268275168
 7.3 -1.620 -2.00  0.1833727887  0.0655983628  2.3157853342  0.0047242633  0.0268265598
 7.4 -1.750 -2.50  0.4571820092  0.0442610458  1.9896583367  0.0089877651  0.0607297893
 7.4 -1.620 -2.50  0.4571294454  0.0442494512  1.9893608533  0.0119849075  0.0607270326
 7.4 -1.500 -2.50  0.4570778626  0.0442372630  1.9891293015  0.0159814711  0.0607241854
 7.4 -1.750 -2.20  0.3175811656  0.0596767953  2.4165007330  0.0061939200  0.0443965528
 7.4 -1.620 -2.20  0.3175490194  0.0596614003  2.4160871801  0.0082593654  0.0443970208
 7.4 -1.500 -2.20  0.3175070229  0.0596429693  2.4158777190  0.0110133994  0.0443940280
 7.4 -1.750 -2.00  0.2277053925  0.0764729988  2.8113487044  0.0044453812  0.0334149449
 7.4 -1.620 -2.00  0.2276672708  0.0764201292  2.8104988042  0.0059274886  0.0334118155
 7.4 -1.500 -2.00  0.2276525437  0.0764233452  2.8104998850  0.0079042714  0.0334108934
 7.5 -1.750 -2.50  0.5654024636  0.0514412672  2.4090361951  0.0112882796  0.0755443760
 7.5 -1.620 -2.50  0.5653156887  0.0514241876  2.4086664150  0.0150519360  0.0755375891
 7.5 -1.500 -2.50  0.5652127529  0.0514037948  2.4082639324  0.0200703770  0.0755301409
 7.5 -1.750 -2.20  0.3925903152  0.0687958681  2.9155585308  0.0077669957  0.0551811399
 7.5 -1.620 -2.20  0.3925282108  0.0687744405  2.9152194063  0.0103566548  0.0551765270
 7.5 -1.500 -2.20  0.3924699898  0.0687466733  2.9146748198  0.0138094201  0.0551730206
 7.5 -1.750 -2.00  0.2811120929  0.0874142453  3.3787463193  0.0055603172  0.0414826050
 7.5 -1.620 -2.00  0.2810803389  0.0873863442  3.3783466191  0.0074142534  0.0414789313
 7.5 -1.500 -2.00  0.2810305610  0.0873478767  3.3776889667  0.0098861849  0.0414752439
 7.6 -1.750 -2.50  0.6943083920  0.0585160010  2.8846318861  0.0141312994  0.0936433136
 7.6 -1.620 -2.50  0.6941913064  0.0584971668  2.8842737500  0.0188429792  0.0936337280
 7.6 -1.500 -2.50  0.6939800443  0.0584633764  2.8834852781  0.0251236460  0.0936188597
 7.6 -1.750 -2.20  0.4819061294  0.0775710349  3.4775285910  0.0097054582  0.0683270130
 7.6 -1.620 -2.20  0.4818127626  0.0775399874  3.4769021176  0.0129412155  0.0683194804
 7.6 -1.500 -2.20  0.4817048118  0.0774998704  3.4759820797  0.0172551671  0.0683110793
 7.6 -1.750 -2.00  0.3447464097  0.0977883442  4.0148856816  0.0069304760  0.0513014785
 7.6 -1.620 -2.00  0.3447003597  0.0977532234  4.0141821651  0.0092412788  0.0512973307
 7.6 -1.500 -2.00  0.3446206761  0.0977072932  4.0131550847  0.0123216077  0.0512886409
 7.7 -1.750 -2.50  0.8443540167  0.0647674529  3.4050025545  0.0176081031  0.1155216304
 7.7 -1.620 -2.50  0.8441515693  0.0647300151  3.4042145935  0.0234786049  0.1155094971
 7.7 -1.500 -2.50  0.8438396886  0.0646837674  3.4029493782  0.0313032753  0.1154878094
 7.7 -1.750 -2.20  0.5861448443  0.0850763704  4.0874124385  0.0120726238  0.0841851421
 7.7 -1.620 -2.20  0.5860342819  0.0850364002  4.0865166275  0.0160975063  0.0841763154
 7.7 -1.500 -2.20  0.5858557522  0.0849812757  4.0853013786  0.0214626508  0.0841604343
 7.7 -1.750 -2.00  0.4190776978  0.1064821725  4.7023856259  0.0085978931  0.0631172381
 7.7 -1.620 -2.00  0.4190164495  0.1064628930  4.7019265435  0.0114645289  0.0631124807
 7.7 -1.500 -2.00  0.4188767619  0.1063655710  4.6999096399  0.0152855420  0.0630990645
 7.8 -1.750 -2.50  1.0141719459  0.0693010086  3.9481072709  0.0218031340  0.1415826769
 7.8 -1.620 -2.50  1.0137568273  0.0692453145  3.9464093050  0.0290694471  0.1415529728
 7.8 -1.500 -2.50  1.0133400816  0.0691828184  3.9446855771  0.0387554976  0.1415139580
 7.8 -1.750 -2.20  0.7048335046  0.0902729617  4.7200891860  0.0149295845  0.1030658634
 7.8 -1.620 -2.20  0.7046385883  0.0902296023  4.7189208777  0.0199059704  0.1030496953
 7.8 -1.500 -2.20  0.7043649351  0.0901543937  4.7171299261  0.0265394180  0.1030200530
 7.8 -1.750 -2.00  0.5040895777  0.1124177584  5.4164279796  0.0106070224  0.0771747133
 7.8 -1.620 -2.00  0.5039285984  0.1123501340  5.4145592102  0.0141417912  0.0771598998
 7.8 -1.500 -2.00  0.5037822265  0.1122930199  5.4133646145  0.0188555429  0.0771467511
 7.9 -1.750 -2.80  1.7286473322  0.0511303462  3.4986611308  0.0397746276  0.2403142569
 7.9 -1.620 -2.80  1.7279523851  0.0511026559  3.4976971005  0.0530281115  0.2402632653
 7.9 -1.500 -2.80  1.7266095653  0.0510220784  3.4949546536  0.0706910551  0.2401748615
 7.9 -1.750 -2.50  1.2004626491  0.0712134617  4.4790945249  0.0268038555  0.1722131401
 7.9 -1.620 -2.50  1.2000298529  0.0711765431  4.4777559873  0.0357361249  0.1721775435
 7.9 -1.500 -2.50  1.1991375589  0.0710575466  4.4739777147  0.0476378014  0.1721099675
 7.9 -1.750 -2.20  0.8359662934  0.0922193488  5.3398283101  0.0183314202  0.1252020096
 7.9 -1.620 -2.20  0.8357087318  0.0921822948  5.3387289303  0.0244412630  0.1251787687
 7.9 -1.500 -2.20  0.8352790898  0.0920861017  5.3358834997  0.0325833501  0.1251395487
 8.0 -1.750 -2.80  2.0003200322  0.0505710319  3.8844079737  0.0483560423  0.2898731554
 8.0 -1.620 -2.80  1.9985128278  0.0504788515  3.8808091048  0.0644557116  0.2897423706
 8.0 -1.500 -2.80  1.9965479890  0.0503960642  3.8775562826  0.0859086468  0.2896081976
 8.0 -1.380 -2.80  1.9933585523  0.0502243511  3.8707660424  0.1144778572  0.2893944040
 8.0 -1.250 -2.80  1.9896095095  0.0500446520  3.8636628546  0.1525162160  0.2891286433
 8.0 -1.750 -2.50  1.3954581260  0.0698808222  4.9553748006  0.0326368705  0.2074651680
 8.0 -1.620 -2.50  1.3945850634  0.0697968279  4.9522187848  0.0435084288  0.2073911620
 8.0 -1.500 -2.50  1.3935200033  0.0697019117  4.9489326995  0.0579950275  0.2073150808
 8.0 -1.380 -2.50  1.3919942937  0.0695329565  4.9426306221  0.0772955207  0.2071875847
 8.0 -1.250 -2.50  1.3898427755  0.0693283509  4.9353727802  0.1029908671  0.2070049818
 8.0 -1.750 -2.20  0.9756298028  0.0902070295  5.8990480003  0.0223189746  0.1507308871
 8.0 -1.620 -2.20  0.9751055400  0.0900957470  5.8951424096  0.0297535541  0.1506824754
 8.0 -1.500 -2.20  0.9744762435  0.0899954724  5.8920035889  0.0396623443  0.1506213233
 8.0 -1.380 -2.20  0.9735044022  0.0898508559  5.8872555281  0.0528634874  0.1505444917
 8.0 -1.250 -2.20  0.9723309171  0.0895967604  5.8785991360  0.0704462639  0.1504268858
 8.1 -1.750 -3.00  3.1093415050  0.0309160178  2.9246622278  0.0837374880  0.4843396480
 8.1 -1.630 -3.00  3.1048925895  0.0308305009  2.9205187068  0.1115852183  0.4840601492
 8.1 -1.500 -3.00  3.0980905434  0.0306924819  2.9136061127  0.1486375031  0.4835884044
 8.1 -1.380 -3.00  3.0906093737  0.0305577835  2.9071806514  0.1979713998  0.4830491053
 8.1 -1.250 -3.00  3.0798300175  0.0303479551  2.8967417366  0.2635328098  0.4823108639
 8.1 -1.750 -2.80  2.2647307836  0.0474360098  4.1895196985  0.0580934303  0.3458740164
