 6.9 -2.000 -2.50  0.1455000000  0.0172000000  0.6987000000  0.0015000000  0.0187000000
 6.9 -1.875 -2.50  0.1455000000  0.0172000000  0.6987000000  0.0020000000  0.0187000000
 6.9 -1.750 -2.50  0.1455000000  0.0172000000  0.6987000000  0.0027000000  0.0187000000
 6.9 -1.625 -2.50  0.1455000000  0.0172000000  0.6987000000  0.0036000000  0.0187000000
 6.9 -1.500 -2.50  0.1455000000  0.0172000000  0.6986000000  0.0048000000  0.0187000000
 6.9 -1.375 -2.50  0.1454000000  0.0172000000  0.6986000000  0.0064000000  0.0187000000
 6.9 -1.250 -2.50  0.1454000000  0.0172000000  0.6985000000  0.0086000000  0.0187000000
 6.9 -1.125 -2.50  0.1454000000  0.0172000000  0.6985000000  0.0115000000  0.0187000000
 6.9 -1.000 -2.50  0.1454000000  0.0172000000  0.6984000000  0.0153000000  0.0187000000
 6.9 -0.875 -2.50  0.1454000000  0.0172000000  0.6982000000  0.0204000000  0.0187000000
 6.9 -0.750 -2.50  0.1453000000  0.0172000000  0.6981000000  0.0271000000  0.0187000000
 6.9 -0.625 -2.50  0.1453000000  0.0172000000  0.6978000000  0.0362000000  0.0187000000
 6.9 -0.500 -2.50  0.1452000000  0.0172000000  0.6975000000  0.0483000000  0.0187000000
 6.9 -0.375 -2.50  0.1452000000  0.0171000000  0.6971000000  0.0643000000  0.0186000000
 6.9 -0.250 -2.50  0.1450000000  0.0171000000  0.6965000000  0.0858000000  0.0186000000
 6.9 -0.125 -2.50  0.1449000000  0.0171000000  0.6957000000  0.1143000000  0.0186000000
 6.9  0.000 -2.50  0.1447000000  0.0170000000  0.6947000000  0.1524000000  0.0186000000
 6.9 -2.000 -2.25  0.1007000000  0.0237000000  0.8544000000  0.0010000000  0.0135000000
 6.9 -1.875 -2.25  0.1007000000  0.0237000000  0.8544000000  0.0014000000  0.0135000000
 6.9 -1.750 -2.25  0.1007000000  0.0237000000  0.8543000000  0.0019000000  0.0135000000
 6.9 -1.625 -2.25  0.1007000000  0.0237000000  0.8543000000  0.0025000000  0.0135000000
